qasm,arch,seed,timeout,depth,swaps
qft_16,ibmq_tokyo.arch,10,60,225,91
mod5adder_127,ibmq_tokyo.arch,1,60,330,43
mod5adder_127,ibmq_tokyo.arch,2,60,339,37
mod5adder_127,ibmq_tokyo.arch,4,60,329,39
mod5adder_127,ibmq_tokyo.arch,3,60,344,46
mod5adder_127,ibmq_tokyo.arch,5,60,339,41
mod5adder_127,ibmq_tokyo.arch,7,60,335,43
mod5adder_127,ibmq_tokyo.arch,9,60,331,38
mod5adder_127,ibmq_tokyo.arch,10,60,339,41
mod5adder_127,ibmq_tokyo.arch,6,60,329,39
mod5adder_127,ibmq_tokyo.arch,8,60,332,40
rd53_133,ibmq_tokyo.arch,1,60,358,48
rd53_133,ibmq_tokyo.arch,5,60,366,46
rd53_133,ibmq_tokyo.arch,4,60,372,59
rd53_133,ibmq_tokyo.arch,3,60,369,54
rd53_133,ibmq_tokyo.arch,2,60,360,52
rd53_133,ibmq_tokyo.arch,7,60,372,58
rd53_133,ibmq_tokyo.arch,6,60,376,58
rd53_133,ibmq_tokyo.arch,10,60,367,54
rd53_133,ibmq_tokyo.arch,8,60,373,54
rd53_133,ibmq_tokyo.arch,9,60,364,48
majority_239,ibmq_tokyo.arch,3,60,381,49
majority_239,ibmq_tokyo.arch,4,60,376,48
majority_239,ibmq_tokyo.arch,1,60,376,43
majority_239,ibmq_tokyo.arch,2,60,371,40
majority_239,ibmq_tokyo.arch,5,60,390,58
majority_239,ibmq_tokyo.arch,6,60,385,51
majority_239,ibmq_tokyo.arch,7,60,388,58
majority_239,ibmq_tokyo.arch,8,60,393,61
majority_239,ibmq_tokyo.arch,9,60,385,56
majority_239,ibmq_tokyo.arch,10,60,395,58
ex2_227,ibmq_tokyo.arch,1,60,415,70
ex2_227,ibmq_tokyo.arch,3,60,411,65
ex2_227,ibmq_tokyo.arch,2,60,402,66
ex2_227,ibmq_tokyo.arch,4,60,422,72
ex2_227,ibmq_tokyo.arch,6,60,412,66
ex2_227,ibmq_tokyo.arch,5,60,408,68
ex2_227,ibmq_tokyo.arch,7,60,419,79
ex2_227,ibmq_tokyo.arch,9,60,407,74
ex2_227,ibmq_tokyo.arch,8,60,415,80
ex2_227,ibmq_tokyo.arch,10,60,402,62
ising_model_13,ibmq_tokyo.arch,1,60,93,8
ising_model_13,ibmq_tokyo.arch,5,60,105,8
ising_model_13,ibmq_tokyo.arch,2,60,97,8
ising_model_13,ibmq_tokyo.arch,4,60,85,8
ising_model_13,ibmq_tokyo.arch,7,60,103,8
ising_model_13,ibmq_tokyo.arch,6,60,105,8
ising_model_13,ibmq_tokyo.arch,9,60,91,8
ising_model_13,ibmq_tokyo.arch,3,60,101,8
ising_model_13,ibmq_tokyo.arch,8,60,94,8
ising_model_13,ibmq_tokyo.arch,10,60,79,8
cm82a_208,ibmq_tokyo.arch,3,60,384,43
cm82a_208,ibmq_tokyo.arch,1,60,396,65
cm82a_208,ibmq_tokyo.arch,6,60,403,55
cm82a_208,ibmq_tokyo.arch,7,60,374,46
cm82a_208,ibmq_tokyo.arch,5,60,386,59
cm82a_208,ibmq_tokyo.arch,4,60,374,36
cm82a_208,ibmq_tokyo.arch,2,60,385,51
cm82a_208,ibmq_tokyo.arch,8,60,392,64
cm82a_208,ibmq_tokyo.arch,9,60,377,40
cm82a_208,ibmq_tokyo.arch,10,60,391,60
sf_276,ibmq_tokyo.arch,3,60,473,43
sf_276,ibmq_tokyo.arch,1,60,461,34
sf_276,ibmq_tokyo.arch,4,60,463,35
sf_276,ibmq_tokyo.arch,5,60,459,33
sf_276,ibmq_tokyo.arch,2,60,461,33
sf_276,ibmq_tokyo.arch,6,60,461,32
sf_276,ibmq_tokyo.arch,7,60,466,40
sf_276,ibmq_tokyo.arch,8,60,468,37
sf_276,ibmq_tokyo.arch,9,60,464,35
sf_276,ibmq_tokyo.arch,10,60,464,33
sf_274,ibmq_tokyo.arch,3,60,455,24
sf_274,ibmq_tokyo.arch,1,60,451,26
sf_274,ibmq_tokyo.arch,2,60,457,27
sf_274,ibmq_tokyo.arch,5,60,459,29
sf_274,ibmq_tokyo.arch,4,60,457,26
sf_274,ibmq_tokyo.arch,7,60,465,28
sf_274,ibmq_tokyo.arch,6,60,459,28
sf_274,ibmq_tokyo.arch,8,60,458,27
sf_274,ibmq_tokyo.arch,9,60,456,24
sf_274,ibmq_tokyo.arch,10,60,451,20
ising_model_16,ibmq_tokyo.arch,1,60,84,12
ising_model_16,ibmq_tokyo.arch,3,60,93,12
ising_model_16,ibmq_tokyo.arch,5,60,99,12
ising_model_16,ibmq_tokyo.arch,2,60,106,12
ising_model_16,ibmq_tokyo.arch,6,60,116,12
ising_model_16,ibmq_tokyo.arch,7,60,82,12
ising_model_16,ibmq_tokyo.arch,10,60,89,13
ising_model_16,ibmq_tokyo.arch,4,60,88,12
ising_model_16,ibmq_tokyo.arch,9,60,87,12
ising_model_16,ibmq_tokyo.arch,8,60,95,13
con1_216,ibmq_tokyo.arch,1,60,592,127
con1_216,ibmq_tokyo.arch,6,60,616,138
con1_216,ibmq_tokyo.arch,5,60,626,137
con1_216,ibmq_tokyo.arch,7,60,613,140
con1_216,ibmq_tokyo.arch,4,60,608,122
con1_216,ibmq_tokyo.arch,3,60,613,141
con1_216,ibmq_tokyo.arch,2,60,621,136
con1_216,ibmq_tokyo.arch,10,60,614,135
con1_216,ibmq_tokyo.arch,8,60,611,136
con1_216,ibmq_tokyo.arch,9,60,612,123
wim_266,ibmq_tokyo.arch,1,60,610,113
wim_266,ibmq_tokyo.arch,2,60,637,129
wim_266,ibmq_tokyo.arch,6,60,623,120
wim_266,ibmq_tokyo.arch,3,60,617,124
wim_266,ibmq_tokyo.arch,4,60,620,115
wim_266,ibmq_tokyo.arch,8,60,602,115
wim_266,ibmq_tokyo.arch,5,60,617,105
wim_266,ibmq_tokyo.arch,9,60,626,128
wim_266,ibmq_tokyo.arch,7,60,618,124
wim_266,ibmq_tokyo.arch,10,60,625,126
rd53_130,ibmq_tokyo.arch,1,60,684,143
rd53_130,ibmq_tokyo.arch,4,60,672,134
rd53_130,ibmq_tokyo.arch,7,60,686,141
rd53_130,ibmq_tokyo.arch,3,60,680,140
rd53_130,ibmq_tokyo.arch,6,60,694,140
rd53_130,ibmq_tokyo.arch,2,60,674,130
rd53_130,ibmq_tokyo.arch,5,60,668,125
rd53_130,ibmq_tokyo.arch,8,60,679,133
rd53_130,ibmq_tokyo.arch,10,60,676,130
rd53_130,ibmq_tokyo.arch,9,60,678,139
f2_232,ibmq_tokyo.arch,3,60,791,139
f2_232,ibmq_tokyo.arch,5,60,789,154
f2_232,ibmq_tokyo.arch,1,60,781,136
f2_232,ibmq_tokyo.arch,4,60,795,139
f2_232,ibmq_tokyo.arch,2,60,776,139
f2_232,ibmq_tokyo.arch,6,60,782,144
f2_232,ibmq_tokyo.arch,7,60,801,149
f2_232,ibmq_tokyo.arch,10,60,772,135
f2_232,ibmq_tokyo.arch,9,60,806,162
f2_232,ibmq_tokyo.arch,8,60,802,159
cm152a_212,ibmq_tokyo.arch,3,60,805,154
cm152a_212,ibmq_tokyo.arch,1,60,826,167
cm152a_212,ibmq_tokyo.arch,2,60,807,168
cm152a_212,ibmq_tokyo.arch,5,60,818,165
cm152a_212,ibmq_tokyo.arch,8,60,818,160
cm152a_212,ibmq_tokyo.arch,6,60,805,161
cm152a_212,ibmq_tokyo.arch,7,60,813,162
cm152a_212,ibmq_tokyo.arch,4,60,822,160
cm152a_212,ibmq_tokyo.arch,9,60,809,150
cm152a_212,ibmq_tokyo.arch,10,60,812,168
rd53_251,ibmq_tokyo.arch,6,60,853,168
rd53_251,ibmq_tokyo.arch,3,60,861,176
rd53_251,ibmq_tokyo.arch,1,60,860,176
rd53_251,ibmq_tokyo.arch,8,60,854,175
rd53_251,ibmq_tokyo.arch,2,60,846,163
rd53_251,ibmq_tokyo.arch,5,60,850,164
rd53_251,ibmq_tokyo.arch,7,60,862,182
rd53_251,ibmq_tokyo.arch,4,60,874,179
rd53_251,ibmq_tokyo.arch,10,60,861,168
rd53_251,ibmq_tokyo.arch,9,60,854,175
hwb5_53,ibmq_tokyo.arch,4,60,904,169
hwb5_53,ibmq_tokyo.arch,6,60,914,178
hwb5_53,ibmq_tokyo.arch,3,60,914,176
hwb5_53,ibmq_tokyo.arch,9,60,896,170
hwb5_53,ibmq_tokyo.arch,1,60,908,174
hwb5_53,ibmq_tokyo.arch,5,60,919,189
hwb5_53,ibmq_tokyo.arch,2,60,895,158
hwb5_53,ibmq_tokyo.arch,7,60,897,176
hwb5_53,ibmq_tokyo.arch,8,60,908,171
hwb5_53,ibmq_tokyo.arch,10,60,893,165
